MARQUES;MODELE;TYP. MINES;CNIT;CARB;CV;PUISS.;BV;Urbain;Ex.Urb;Mixte;CO2;;;;;
NISSAN;MICRA 3P 1.5D;MJN5011DV242;K11EE08;GO;4;42.0;M 5;6.8;4.3;5.2;140;;;;;
NISSAN;MICRA 5P 1.5D;MJN5012DZ244;K11FF02;GO;4;42.0;M 5;6.8;4.3;5.2;140;;;;;
NISSAN;MICRA 5P 1.5D;MJN5012D1246;K11FF06;GO;4;42.0;M 5;6.8;4.3;5.2;140;;;;;
NISSAN;MICRA 5P 1.5D;MJN5012D3248;K11FF08;GO;4;42.0;M 5;6.8;4.3;5.2;140;;;;;
SEAT;CORDOBA VARIO SDI;MSE5014HL055;6KSEAQMX01SGFM52K0434L;GO;5;50.0;M 5;6.9;4.2;5.2;140;;;;;
SEAT;CORDOBA VARIO TDI (90ch);MSE5214HL811;6KSEAGRX01SGFM52J0284M;GO;5;66.0;M 5;6.6;4.3;5.2;140;;;;;
SEAT;CORDOBA VARIO TDI (90ch);MSE5214HX047;6KSEALHX01SGFM52J0284M;GO;5;66.0;M 5;6.6;4.3;5.2;140;;;;;
SEAT;LEON 1900 SDI;MSE5012K6756;1MABAQMX01SGFM52K0361L1N1;GO;5;50.0;M 5;7.0;4.3;5.2;140;;;;;
SEAT;LEON TDI (110ch);MSE5412KW706;1MABASVX01SGFM52J0241N1N1;GO;6;81.0;M 5;6.8;4.3;5.2;140;;;;;
SEAT;TOLEDO TDI (110ch);MSE5412JQ604;1MAAASVX01SGFM52J0241N1N1;GO;6;81.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;BORA PACK TDI (110ch);MVW54D2SN326;1JSTASVX01SGFM52J024N41N10GE;GO;6;81.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;BORA TDI (100ch);MVW53G2SR073;1JSTAXRX01SGFM52J060M41N10GR;GO;6;74.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;BORA TDI (130ch);MVW55D2SU332;1JSTASZX01SGFM62M001M41N10GE;GO;7;96.0;M 6;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;BORA TDI (130ch);MVW55D2S0338;1JSTASZX01SGFM62M005M41N10GE;GO;7;96.0;M 6;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF BREAK SDI;MVW50D4KN104;1JSEAQMX01SGFM52K036M41N10GE;GO;5;50.0;M 5;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF BREAK TDI (110ch);MVW54D4K3152;1JSEASVX01SGFM52J024N41N10GE;GO;6;81.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF BREAK TDI (90ch);MVW52D4KM101;1JSEALHX01SGFM52J025N41N10GE;GO;5;66.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF BREAK TDI (90ch);MVW52D4KL100;1JSEALHX01SGFM52J025N41NN0GE;GO;5;66.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF PACK TDI (110ch);MVW54C1K1872;1JSCASVX01SGFM52J024N21N10GE;GO;6;81.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF PACK TDI (110ch);MVW54C2KG874;1JSCASVX01SGFM52J024N41N10GE;GO;6;81.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF PACK TDI (90ch);MVW52C1KF755;1JSCALHX01SGFM52J025N21N10GE;GO;5;66.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF PACK TDI (90ch);MVW52C1KE754;1JSCALHX01SGFM52J025N21NN0GE;GO;5;66.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF PACK TDI (90ch);MVW52C2KJ757;1JSCALHX01SGFM52J025N41N10GE;GO;5;66.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF PACK TDI (90ch);MVW52C2KJ756;1JSCALHX01SGFM52J025N41NN0GE;GO;5;66.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF SDI;MVW50C1KJ760;1JSCAQMX01SGFM52K036M21N10GE;GO;5;50.0;M 5;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF SDI;MVW50C2KL761;1JSCAQMX01SGFM52K036M41N10GE;GO;5;50.0;M 5;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF TDI (100ch);MVW53F1KP882;1JSCAXRX01SGFM52J060M21N10GR;GO;6;74.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF TDI (100ch);MVW53F2KS884;1JSCAXRX01SGFM52J060M41N10GR;GO;6;74.0;M 5;6.8;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C1KR886;1JSCASZX01SGFM62M001M21N10GE;GO;7;96.0;M 6;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C2KV888;1JSCASZX01SGFM62M001M41N10GE;GO;7;96.0;M 6;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C1KZ894;1JSCASZX01SGFM62M005M21N10GE;GO;7;96.0;M 6;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C2K3896;1JSCASZX01SGFM62M005M41N10GE;GO;7;96.0;M 6;7.0;4.3;5.2;140;;;;;
VOLKSWAGEN;NEWBEETLE TDI (90ch);MVW52D1TP488;9CSCALHX01SGFM52J025M41N1;GO;5;66.0;M 5;6.8;4.3;5.2;140;;;;;
CITROEN;XSARA 3P 2.0HDi;MCT5201GQ550;N0RHYB;GO;5;66.0;M 5;7.3;4.2;5.4;141;;;;;
CITROEN;XSARA 5P 2.0HDi;MCT5202GT551;N1RHYB;GO;5;66.0;M 5;7.3;4.2;5.4;141;;;;;
CITROEN;XSARA BREAK 2.0HDi;MCT5304GZ640;N2RHZB;GO;6;80.0;M 5;7.1;4.3;5.3;141;;;;;
PEUGEOT;3063P 2.0HDi;MPE5201DZ709;7CRHYF;GO;5;66.0;M 5;7.2;4.3;5.4;141;;;;;
PEUGEOT;3064P 2.0HDi;MPE5202D0708;7BRHYF;GO;5;66.0;M 5;7.2;4.3;5.4;141;;;;;
PEUGEOT;3065P 2.0HDi;MPE5202DZ707;7ARHYF;GO;5;66.0;M 5;7.2;4.3;5.4;141;;;;;
PEUGEOT;306BREAK 2.0HDi;MPE5204D6710;7ERHYF;GO;5;66.0;M 5;7.2;4.3;5.4;141;;;;;
FORD;FOCUS 4P 1.8TDdi;MFD5272SD720;DFWC9DB15KFBMS;GO;5;66.0;M 5;7.2;4.4;5.4;142;;;;;
FORD;FOCUS 4P 1.8TDdi;MFD5472SX975;DFWF9DA15PFBMX;GO;6;85.0;M 5;7.2;4.4;5.4;142;;;;;
VOLVO;S401.9D (103ch);MVV5302F3645;VS7882;GO;6;75.0;M 5;7.4;4.3;5.4;142;;;;;
VOLVO;S401.9D (115ch);MVV5402FC644;VS7082;GO;6;85.0;M 5;7.4;4.3;5.4;142;;;;;
VOLVO;V401.9D (103ch);MVV5304HX633;VW7882;GO;6;75.0;M 5;7.4;4.3;5.4;142;;;;;
VOLVO;V401.9D (115ch);MVV5404H6632;VW7082;GO;6;85.0;M 5;7.4;4.3;5.4;142;;;;;
FIAT;BRAVO JTD;MFT5301JX987;182AV1AA29;GO;6;74.0;M 5;7.2;4.4;5.4;143;;;;;
FIAT;BRAVO JTD 100;MFT5311J8027;182AV1AA29B;GO;6;74.0;M 5;7.2;4.4;5.4;143;;;;;
FIAT;STILO 1.9JTD (115ch);MFT5412VJ085;192BXE1A09;GO;7;85.0;M 5;7.4;4.3;5.4;143;;;;;
FORD;FOCUS 5P 1.8TDdi;MFD5272SH009;DAWC9DB15KFBMR;GO;5;66.0;M 5;7.2;4.4;5.4;143;;;;;
FORD;FOCUS 5P 1.8TDdi;MFD5472S6959;DAWF9DA15PFBMW;GO;7;85.0;M 5;7.2;4.4;5.4;143;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5274S0024;DNWC9DB15KFBMU;GO;5;66.0;M 5;7.2;4.4;5.4;143;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5274SK978;DNWC9DB15KFBMV;GO;5;66.0;M 5;7.2;4.4;5.4;143;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5474SD987;DNWF9DA15PFBMY;GO;7;85.0;M 5;7.2;4.4;5.4;143;;;;;
FORD;FOCUS COUPE 1.8TDdi;MFD5261SZ842;DBWC9DB15KFBMN;GO;5;66.0;M 5;7.2;4.4;5.4;143;;;;;
FORD;FOCUS COUPE 1.8TDdi;MFD5471S9964;DBWF9DA15PFBMP;GO;7;85.0;M 5;7.2;4.4;5.4;143;;;;;
RENAULT;MEGANE BREAK 1.9dCi;MRE5304AT783;KA0505;GO;6;75.0;M 5;7.2;4.4;5.4;143;;;;;
SEAT;CORDOBA VARIO SDI;MSE5014HM056;6KSEAQMX01SGFM52K0434M;GO;5;50.0;M 5;7.0;4.3;5.3;143;;;;;
SEAT;LEON 1900 SDI;MSE5012KE692;1MABAQMX01SGFM52K0361M1N1;GO;5;50.0;M 5;7.1;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA BREAK TDI (100ch);MVW53C4SR655;1JBVATDX01SGFM52J060N41N10GE;GO;6;74.0;M 5;6.8;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54C4SB577;1JBVAJMX01SGFM62M001N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54F4SR712;1JBVAJMX01SGFM62M005N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54C4SZ687;1JBVAUYX01SGFM62M001N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54F4SZ756;1JBVAUYX01SGFM62M005N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA TDI (100ch);MVW53D2SM362;1JSTATDX01SGFM52J060N41N10GE;GO;6;74.0;M 5;6.8;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54D2SC254;1JSTAJMX01SGFM62M001N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54G2SG025;1JSTAJMX01SGFM62M005N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54D2S0400;1JSTAUYX01SGFM62M001N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54G2SJ063;1JSTAUYX01SGFM62M005N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF BREAK SDI;MVW50D4KP105;1JSEAQMX01SGFM52K036N41N10GE;GO;5;50.0;M 5;7.1;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF BREAK TDI (110ch);MVW54D4K5154;1JSEASVX01SGFM52J024O41N10GE;GO;6;81.0;M 5;6.9;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF BREAK TDI (90ch);MVW52D4KP103;1JSEALHX01SGFM52J025O41N10GE;GO;5;66.0;M 5;6.9;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF BREAK TDI (90ch);MVW52D4KN102;1JSEALHX01SGFM52J025O41NN0GE;GO;5;66.0;M 5;6.9;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF SDI;MVW50C2KM762;1JSCAQMX01SGFM52K036N41N10GE;GO;5;50.0;M 5;7.1;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56C1KF848;1JSCARLX01SGFM62M002M21N10GE;GO;8;110.0;M 6;7.1;4.3;5.3;143;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56C2KJ850;1JSCARLX01SGFM62M002M41N10GE;GO;8;110.0;M 6;7.1;4.3;5.3;143;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56F1KP818;1JSCARLX01SGFM62M005M21N10GE;GO;8;110.0;M 6;7.1;4.3;5.3;143;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56F2KS820;1JSCARLX01SGFM62M005M41N10GE;GO;8;110.0;M 6;7.1;4.3;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (100ch);MVW53C1K3936;1JSCATDX01SGFM52J060N21N10GE;GO;6;74.0;M 5;6.8;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (100ch);MVW53C2K7938;1JSCATDX01SGFM52J060N41N10GE;GO;6;74.0;M 5;6.8;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54C1KP727;1JSCAJMX01SGFM62M001N21N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54C2KT729;1JSCAJMX01SGFM62M001N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54F1K0796;1JSCAJMX01SGFM62M005N21N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54F2K4798;1JSCAJMX01SGFM62M005N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54D1KN009;1JSCAUYX01SGFM62M001N21N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54D2KR011;1JSCAUYX01SGFM62M001N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54F1K0868;1JSCAUYX01SGFM62M005N21N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;GOLF TDI (115ch);MVW54F2K4870;1JSCAUYX01SGFM62M005N41N10GE;GO;7;85.0;M 6;7.0;4.4;5.3;143;;;;;
VOLKSWAGEN;NEWBEETLE TDI (90ch);MVW52D1TQ490;9CSCALHX01SGFM52J025N41N1;GO;5;66.0;M 5;6.9;4.4;5.3;143;;;;;
CITROEN;XSARA BREAK 2.0HDi;MCT5204GY552;N2RHYB;GO;5;66.0;M 5;7.5;4.3;5.5;144;;;;;
FORD;FIESTA 3P 1.8TDdi;MFD5161C3678;JBSRTN15A21;GO;5;55.0;M 5;7.0;4.3;5.3;144;;;;;
FORD;FIESTA 5P 1.8TDdi;MFD5162CN721;JASRTN15A21;GO;5;55.0;M 5;7.0;4.3;5.3;144;;;;;
FORD;FOCUS 4P 1.8TDdi;MFD5272SE721;DFWC9DB15KFDMS;GO;5;66.0;M 5;7.2;4.4;5.4;144;;;;;
FORD;FOCUS 4P 1.8TDdi;MFD5472SY976;DFWF9DA15PFDMX;GO;7;85.0;M 5;7.2;4.4;5.4;144;;;;;
PEUGEOT;2063P 1.9D;MPE5101KH694;2CWJYF;GO;5;51.0;M 5;7.4;4.4;5.5;144;;;;;
PEUGEOT;2063P 2.0HDi SPORT;MPE5201K9748;2HRHYF;GO;5;66.0;M 5;6.9;4.4;5.3;144;;;;;
PEUGEOT;2065P 1.9D;MPE5102KK695;2AWJYF;GO;5;51.0;M 5;7.4;4.4;5.5;144;;;;;
RENAULT;LAGUNA 1.9dCi (100ch);MRE5312CK071;BG0E05;GO;6;74.0;M 5;7.2;4.4;5.4;144;;;;;
FORD;FOCUS 4P 1.8TDdi;MFD5282SX800;DFWC9DB15KFEMS;GO;5;66.0;M 5;7.3;4.5;5.5;145;;;;;
FORD;FOCUS 4P 1.8TDdi;MFD5472SZ977;DFWF9DA15PFEMX;GO;7;85.0;M 5;7.3;4.5;5.5;145;;;;;
FORD;FOCUS 5P 1.8TDdi;MFD5272SJ010;DAWC9DB15KFDMR;GO;5;66.0;M 5;7.2;4.5;5.5;145;;;;;
FORD;FOCUS 5P 1.8TDdi;MFD5472S7960;DAWF9DA15PFDMW;GO;7;85.0;M 5;7.2;4.5;5.5;145;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5274S2026;DNWC9DB15KFDMU;GO;5;66.0;M 5;7.2;4.5;5.5;145;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5274SL979;DNWC9DB15KFDMV;GO;5;66.0;M 5;7.2;4.5;5.5;145;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5474SE988;DNWF9DA15PFDMY;GO;7;85.0;M 5;7.2;4.5;5.5;145;;;;;
FORD;FOCUS COUPE 1.8TDdi;MFD5261S0843;DBWC9DB15KFDMN;GO;5;66.0;M 5;7.2;4.5;5.5;145;;;;;
FORD;FOCUS COUPE 1.8TDdi;MFD5471SA965;DBWF9DA15PFDMP;GO;7;85.0;M 5;7.2;4.5;5.5;145;;;;;
RENAULT;MEGANE BERLINE 1.9dTi;MRE5102AV942;BA1U05;GO;5;59.0;M 5;7.2;4.5;5.5;145;;;;;
RENAULT;MEGANE CLASSIC 1.9dTi;MRE5102AT940;LA1U05;GO;5;59.0;M 5;7.2;4.5;5.5;145;;;;;
AUDI;A33P 1.9TDI (130ch) BV6;MAU5581GN706;8LLASZF1FM62M001R8L60T2N;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
AUDI;A35P 1.9TDI (130ch) BV6;MAU5582GS709;8LLASZF1FM62M001R8L60T4N;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
AUDI;A41.9TDI (101ch);MAU5392FV211;8ELAVBF1FM52DHR8E50N;GO;6;74.0;M 5;7.0;4.5;5.4;146;;;;;
FIAT;BRAVA JTD;MFT5302K1988;182BV1AA30;GO;6;74.0;M 5;7.3;4.5;5.5;146;;;;;
FIAT;MAREA WEEKEND JTD;MFT5404DA990;185BXT1A32;GO;6;81.0;M 5;7.2;4.5;5.5;146;;;;;
FIAT;MAREA WEEKEND JTD;MFT5414DJ063;185BXT1A32B;GO;6;81.0;M 5;7.2;4.5;5.5;146;;;;;
MITSUBISHI;CARISMA 1.9DI-D (102ch);MJM5302CS961;DA0DA5ALDA5ALNSFL6;GO;6;75.0;M 5;7.3;4.5;5.5;146;;;;;
MITSUBISHI;CARISMA 1.9DI-D (115ch);MJM5402C0959;DA0DA5ALDA5ALNGVL6;GO;7;85.0;M 5;7.3;4.5;5.5;146;;;;;
MITSUBISHI;SPACE STAR 1.9DI-D;MJM5306LK839;DG0DG4115TT98DD85;GO;6;75.0;M 5;7.2;4.6;5.5;146;;;;;
MITSUBISHI;SPACE STAR 1.9DI-D COMFORT;MJM5306LL840;DG0DG4115WW98DD85;GO;6;75.0;M 5;7.2;4.6;5.5;146;;;;;
PEUGEOT;3063P 2.0HDi SPORT;MPE5201D2712;7HRHYF;GO;5;66.0;M 5;7.5;4.5;5.6;146;;;;;
PEUGEOT;3065P 2.0HDi SPORT;MPE5202D3711;7JRHYF;GO;5;66.0;M 5;7.5;4.5;5.6;146;;;;;
SEAT;LEON SPORT 1900 TDI (150ch);MSE5612K8698;1MABARLX01SGFM62M0021N1N1;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
SEAT;TOLEDO TDI (150ch);MSE5612J6600;1MAAARLX01SGFM62M0021N1N1;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
SEAT;TOLEDO TDI (150ch);MSE5612J8965;1MAAARLX01SGFM62M0051N1N1;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (100ch);MVW53C4ST657;1JBVATDX01SGFM52J060O41N10GE;GO;6;74.0;M 5;6.9;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (100ch);MVW53F4S6764;1JBVAXRX01SGFM52J060N41N10GR;GO;6;74.0;M 5;7.0;4.4;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54C4SD579;1JBVAJMX01SGFM62M001O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54F4ST714;1JBVAJMX01SGFM62M005O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54C4S1689;1JBVAUYX01SGFM62M001O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (115ch);MVW54F4S1758;1JBVAUYX01SGFM62M005O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (130ch);MVW55C4S9635;1JBVASZX01SGFM62M001N41N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (130ch);MVW55C4SD639;1JBVASZX01SGFM62M005N41N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (150ch);MVW56F4S7726;1JBVARLX01SGFM62M002N41N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;BORA BREAK TDI (150ch);MVW56F4SB730;1JBVARLX01SGFM62M005N41N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (100ch);MVW53G2ST075;1JSTAXRX01SGFM52J060N41N10GR;GO;6;74.0;M 5;7.0;4.4;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54D2SE256;1JSTAJMX01SGFM62M001O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54G2SJ027;1JSTAJMX01SGFM62M005O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54D2S2402;1JSTAUYX01SGFM62M001O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (115ch);MVW54G2SK065;1JSTAUYX01SGFM62M005O41N10GE;GO;7;85.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (130ch);MVW55D2SW334;1JSTASZX01SGFM62M001N41N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (130ch);MVW55D2S2340;1JSTASZX01SGFM62M005N41N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (150ch);MVW56D2SF316;1JSTARLX01SGFM62M002N41N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;BORA TDI (150ch);MVW56G2SW039;1JSTARLX01SGFM62M005N41N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;GOLF BREAK SDI;MVW50D4KP106;1JSEAQMX01SGFM52K036O41N10GE;GO;5;50.0;M 5;7.2;4.5;5.4;146;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56C1KJ852;1JSCARLX01SGFM62M002N21N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56C2KN854;1JSCARLX01SGFM62M002N41N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56F1KS822;1JSCARLX01SGFM62M005N21N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;GOLF SPORT PLUS TDI (150ch);MVW56F2KW824;1JSCARLX01SGFM62M005N41N10GE;GO;8;110.0;M 6;7.2;4.4;5.4;146;;;;;
VOLKSWAGEN;GOLF TDI (100ch);MVW53F1KS886;1JSCAXRX01SGFM52J060N21N10GR;GO;6;74.0;M 5;7.0;4.4;5.4;146;;;;;
VOLKSWAGEN;GOLF TDI (100ch);MVW53F2KW888;1JSCAXRX01SGFM52J060N41N10GR;GO;6;74.0;M 5;7.0;4.4;5.4;146;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C1KV890;1JSCASZX01SGFM62M001N21N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C2KZ892;1JSCASZX01SGFM62M001N41N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C1K3898;1JSCASZX01SGFM62M005N21N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;GOLF TDI (130ch);MVW55C2K7900;1JSCASZX01SGFM62M005N41N10GE;GO;7;96.0;M 6;7.1;4.5;5.4;146;;;;;
VOLKSWAGEN;PASSAT TDI (100ch);MVW53D2EB656;3BGSTAVBX01SGFM512062NN0GE;GO;6;74.0;M 5;7.0;4.5;5.4;146;;;;;
VOLKSWAGEN;PASSAT TDI (100ch);MVW53D2ED658;3BGSTAVBX01SGFM512062SN0GE;GO;6;74.0;M 5;7.0;4.5;5.4;146;;;;;
CITROEN;C52.0HDi;MCT5302MP531;DCRHZB;GO;6;80.0;M 5;7.4;4.6;5.6;147;;;;;
CITROEN;XSARA PICASSO 2.0HDi;MCT5206LS501;CHRHYB;GO;5;66.0;M 5;7.0;4.6;5.5;147;;;;;
FORD;FOCUS 5P 1.8TDdi;MFD5272SJ011;DAWC9DB15KFEMR;GO;5;66.0;M 5;7.3;4.6;5.6;147;;;;;
FORD;FOCUS 5P 1.8TDdi;MFD5472S8961;DAWF9DA15PFEMW;GO;7;85.0;M 5;7.3;4.6;5.6;147;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5274S4028;DNWC9DB15KFEMU;GO;5;66.0;M 5;7.3;4.6;5.6;147;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5274SM980;DNWC9DB15KFEMV;GO;5;66.0;M 5;7.3;4.6;5.6;147;;;;;
FORD;FOCUS BREAK 1.8TDdi;MFD5474SF989;DNWF9DA15PFEMY;GO;7;85.0;M 5;7.3;4.6;5.6;147;;;;;
FORD;FOCUS COUPE 1.8TDdi;MFD5261S1844;DBWC9DB15KFEMN;GO;5;66.0;M 5;7.3;4.6;5.6;147;;;;;
FORD;FOCUS COUPE 1.8TDdi;MFD5471SB966;DBWF9DA15PFEMP;GO;7;85.0;M 5;7.3;4.6;5.6;147;;;;;
PEUGEOT;4062.0HDi (110ch);MPE5302AN688;8BRHZF;GO;6;80.0;M 5;7.5;4.5;5.6;147;;;;;
BMW;320d BERLINE;MBM5622C2664;346LAS7101;GO;8;110.0;M 5;7.6;4.4;5.5;148;;;;;
BMW;320d BERLINE BVA;MBM5522CU666;346LAS7103;GO;7;97.0;M 5;7.6;4.4;5.5;148;;;;;
BMW;320td COMPACT;MBM5621CW624;346KAT7101;GO;8;110.0;M 5;7.6;4.4;5.5;148;;;;;
BMW;320td COMPACT BVA;MBM5521CP626;346KAT7103;GO;7;97.0;M 5;7.6;4.4;5.5;148;;;;;
RENAULT;MEGANE BREAK 1.9dTi;MRE5104AU937;KA1U05;GO;5;59.0;M 5;7.3;4.6;5.6;148;;;;;
